"DrugName","DrugID_ChEMBL","DrugSMILES","TargetID_Entrez","TargetGeneSymbol_Entrez"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",3712,"IVD"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",27034,"ACAD8"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",2936,"GSR"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",1738,"DLD"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",35,"ACADS"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",1806,"DPYD"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",9131,"AIFM1"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",1728,"NQO1"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",34,"ACADM"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",2639,"GCDH"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",7296,"TXNRD1"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",4129,"MAOB"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",4128,"MAOA"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",7498,"XDH"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",5447,"POR"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",51,"ACOX1"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",1610,"DAO"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",2232,"FDXR"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",51706,"CYB5R1"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",259307,"IL4I1"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",56605,"ERO1B"
"flavin adenine dinucleotide","CHEMBL1232653","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",2671,"GFER"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",27115,"PDE7B"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",8622,"PDE8B"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",5141,"PDE4A"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",5150,"PDE7A"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",5151,"PDE8A"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",5143,"PDE4C"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",5144,"PDE4D"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1",5142,"PDE4B"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1",1128,"CHRM1"
"flavoxate","CHEMBL1493","CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1",1129,"CHRM2"
"flecainide","CHEMBL652","FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1",6331,"SCN5A"
"flecainide","CHEMBL652","FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1",6329,"SCN4A"
"fleroxacin","CHEMBL6273","CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O",7153,"TOP2A"
"flibanserin","CHEMBL231068","FC(F)(F)C1=CC=CC(=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1",3350,"HTR1A"
"flibanserin","CHEMBL231068","FC(F)(F)C1=CC=CC(=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1",3356,"HTR2A"
"flibanserin","CHEMBL231068","FC(F)(F)C1=CC=CC(=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1",1815,"DRD4"
"floctafenine","CHEMBL2105075","OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1",5742,"PTGS1"
"floctafenine","CHEMBL2105075","OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1",5743,"PTGS2"
"flopropione","CHEMBL1605835","CCC(=O)C1=C(O)C=C(O)C=C1O",1312,"COMT"
"florbetaben (18f)","CHEMBL566752","CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCC[18F])C=C2)C=C1",351,"APP"
"florbetaben F18","CHEMBL1908906","CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCC[18F])C=C2)C=C1",351,"APP"
"florbetapir (18f)","CHEMBL1774461","[H]N(C1=C([H])C([H])=C(\C([H])=C(/[H])C2=C([H])N=C(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[18F])C([H])=C2[H])C([H])=C1[H])C([H])([H])[H]",351,"APP"
"Florbetapir F-18","CHEMBL1908919","CNC1=CC=C(\C=C\C2=CN=C(OCCOCCOCC[18F])C=C2)C=C1",351,"APP"
"floxuridine","CHEMBL917","OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O",7298,"TYMS"
"flucytosine","CHEMBL1463","NC1=C(F)C=NC(=O)N1",1786,"DNMT1"
"fludarabine","CHEMBL1568","NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O",6240,"RRM1"
"fludarabine","CHEMBL1568","NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O",5422,"POLA1"
"fludarabine","CHEMBL1568","NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O",1633,"DCK"
"fludarabine phosphate","CHEMBL1568","NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1",5422,"POLA1"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2569,"GABRR1"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2555,"GABRA2"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2558,"GABRA5"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2556,"GABRA3"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2554,"GABRA1"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2560,"GABRB1"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2562,"GABRB3"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2561,"GABRB2"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2566,"GABRG2"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2565,"GABRG1"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2567,"GABRG3"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2564,"GABRE"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2568,"GABRP"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2570,"GABRR2"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2563,"GABRD"
"fludiazepam","CHEMBL13291","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",200959,"GABRR3"
"fludrocortisone","CHEMBL1201388","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",367,"AR"
"fludrocortisone","CHEMBL1201388","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",4306,"NR3C2"
"fludrocortisone","CHEMBL1201388","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",2908,"NR3C1"
"fludrocortisone acetate","CHEMBL1201010","[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",4306,"NR3C2"
"fludroxycortide","CHEMBL1201012","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO",2908,"NR3C1"
"flufenamic acid","CHEMBL23588","OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1",57016,"AKR1B10"
"flufenamic acid","CHEMBL23588","OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1",343450,"KCNT2"
"flufenamic acid","CHEMBL23588","OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1",5742,"PTGS1"
"flufenamic acid","CHEMBL23588","OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1",5743,"PTGS2"
"flufenamic acid","CHEMBL23588","OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1",54795,"TRPM4"
"flufenamic acid","CHEMBL23588","OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F",367,"AR"
"flufenamic acid","CHEMBL23588","OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F",8644,"AKR1C3"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2556,"GABRA3"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2558,"GABRA5"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2562,"GABRB3"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2554,"GABRA1"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2555,"GABRA2"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2559,"GABRA6"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2566,"GABRG2"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1",2557,"GABRA4"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",2560,"GABRB1"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",2561,"GABRB2"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",2563,"GABRD"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",2564,"GABRE"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",2565,"GABRG1"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",2567,"GABRG3"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",2568,"GABRP"
"flumazenil","CHEMBL407","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1",55879,"GABRQ"
"flumetasone pivalate","CHEMBL1200877","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"flumethasone","CHEMBL1201392","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"flunarizine","CHEMBL30008","FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1",8913,"CACNA1G"
"flunarizine","CHEMBL30008","FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1",8912,"CACNA1H"
"flunarizine","CHEMBL30008","FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1",8911,"CACNA1I"
"flunarizine","CHEMBL30008","FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1",3269,"HRH1"
"flunisolide","CHEMBL1512","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO",2908,"NR3C1"
"flunitrazepam","CHEMBL13280","CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O",2556,"GABRA3"
"flunitrazepam","CHEMBL13280","CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O",2558,"GABRA5"
"flunitrazepam","CHEMBL13280","CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O",2554,"GABRA1"
"flunitrazepam","CHEMBL13280","CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O",2555,"GABRA2"
"flunitrazepam","CHEMBL13280","CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F",2557,"GABRA4"
"flunitrazepam","CHEMBL13280","CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F",706,"TSPO"
"flunitrazepam","CHEMBL13280","CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F",2559,"GABRA6"
"fluocinolone acetonide","CHEMBL989","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@]([H])(O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO",2908,"NR3C1"
"fluocinonide","CHEMBL1501","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@]([H])(O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O",2908,"NR3C1"
"fluocinonide","CHEMBL1501","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O",6608,"SMO"
"fluoro-phosphite ion","","[O-]P([O-])(F)=O",5837,"PYGM"
"fluoro-willardiine","CHEMBL123132","N[C@@H](CN1C=C(F)C(=O)NC1=O)C(O)=O",2891,"GRIA2"
"fluorometholone","CHEMBL1200600","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"fluorometholone acetate","CHEMBL1201064","[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"fluorotryptophane","CHEMBL559973","N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O",2944,"GSTM1"
"fluorotryptophane","CHEMBL559973","N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O",7167,"TPI1"
"fluorouracil","CHEMBL185","FC1=CNC(=O)NC1=O",7298,"TYMS"
"fluostigmine","CHEMBL1025","CC(C)OP(F)(=O)OC(C)C",43,"ACHE"
"fluoxetine","CHEMBL41","CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1",6532,"SLC6A4"
"fluoxymesterone","CHEMBL1445","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",367,"AR"
"fluoxymesterone","CHEMBL1445","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",2099,"ESR1"
"fluoxymesterone","CHEMBL1445","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",5618,"PRLR"
"fluoxymesterone","CHEMBL1445","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",2908,"NR3C1"
"flupentixol","CHEMBL54661","OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1",1812,"DRD1"
"flupentixol","CHEMBL54661","OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1",1816,"DRD5"
"flupentixol","CHEMBL54661","OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1",1813,"DRD2"
"flupentixol","CHEMBL54661","[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F",1128,"CHRM1"
"flupentixol","CHEMBL54661","[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F",3356,"HTR2A"
"flupentixol","CHEMBL54661","[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F",148,"ADRA1A"
"fluphenazine","CHEMBL726","OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1",1813,"DRD2"
"fluphenazine","CHEMBL726","OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1",1812,"DRD1"
"fluphenazine decanoate","CHEMBL1200854","CCCCCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1",1813,"DRD2"
"fluphenazine enanthate","CHEMBL1200951","CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1",1813,"DRD2"
"flupirtine","CHEMBL255044","CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1",150,"ADRA2A"
"fluprednisolone","CHEMBL1200774","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"flurandrenolide","CHEMBL1201012","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO",2908,"NR3C1"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=C(F)C=CC=C1",2561,"GABRB2"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=C(F)C=CC=C1",2554,"GABRA1"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=C(F)C=CC=C1",2566,"GABRG2"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2569,"GABRR1"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2555,"GABRA2"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2558,"GABRA5"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2557,"GABRA4"
"flurazepam","CHEMBL968","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",2556,"GABRA3"
