"DrugName","DrugID_ChEMBL","DrugSMILES","TargetID_Entrez","TargetGeneSymbol_Entrez"
"levodopa","CHEMBL1009","N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O",1812,"DRD1"
"levodopa","CHEMBL1009","N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O",1813,"DRD2"
"levomethadyl acetate","CHEMBL1514","CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1",4988,"OPRM1"
"levomilnacipran","CHEMBL99946","CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1",6530,"SLC6A2"
"levomilnacipran","CHEMBL99946","CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1",6532,"SLC6A4"
"levonorgestrel","CHEMBL1389","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]",5241,"PGR"
"levorphanol","CHEMBL592","[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13[H])CCN2C",4988,"OPRM1"
"levosalbutamol","CHEMBL1002","CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1",154,"ADRB2"
"levosimendan","CHEMBL2051955","C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1",7134,"TNNC1"
"levothyroxine","CHEMBL1624","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O",7067,"THRA"
"levothyroxine","CHEMBL1624","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O",7068,"THRB"
"lidocaine","CHEMBL79","CCN(CC)CC(=O)NC1=C(C)C=CC=C1C",6336,"SCN10A"
"lidocaine","CHEMBL79","CCN(CC)CC(=O)NC1=C(C)C=CC=C1C",6331,"SCN5A"
"lidocaine","CHEMBL79","CCN(CC)CC(=O)NC1=C(C)C=CC=C1C",6335,"SCN9A"
"lifitegrast","CHEMBL2048028","[H][C@@](CC1=CC(=CC=C1)S(C)(=O)=O)(NC(=O)C1=C(Cl)C=C2CN(CCC2=C1Cl)C(=O)C1=CC=C2C=COC2=C1)C(O)=O",3683,"ITGAL"
"limaprost","CHEMBL2107456","CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(O)=O",5731,"PTGER1"
"linaclotide","CHEMBL3301675","[H]N[C@H]1CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N3)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC2=O)[C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O",2984,"GUCY2C"
"linagliptin","CHEMBL237500","CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1",1803,"DPP4"
"liothyronine","CHEMBL1544","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O",7067,"THRA"
"liothyronine","CHEMBL1544","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O",7068,"THRB"
"liraglutide","CHEMBL1201866","[H]N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)CC[C@H](NC(=O)CCCCCCCCCCCCCCC)C(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O",2740,"GLP1R"
"lisdexamfetamine","CHEMBL1201222","C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN",6531,"SLC6A3"
"lisinopril","CHEMBL1237","NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O",1636,"ACE"
"lisuride","CHEMBL157138","[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC",3357,"HTR2B"
"lisuride","CHEMBL157138","[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC",1815,"DRD4"
"lisuride","CHEMBL157138","[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC",1816,"DRD5"
"lixisenatide","CHEMBL2108336","[H]N[C@@H](CC1=CNC=N1)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O",2740,"GLP1R"
"lobeglitazone","CHEMBL3585580","[H]C1(CC2=CC=C(OCCN(C)C3=NC=NC(OC4=CC=C(OC)C=C4)=C3)C=C2)SC(=O)NC1=O",5468,"PPARG"
"lofexidine","CHEMBL17860","CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1",150,"ADRA2A"
"lomitapide","CHEMBL354541","FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=C1C=CC=C2",4547,"MTTP"
"loperamide","CHEMBL841","CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1",4988,"OPRM1"
"loratadine","CHEMBL998","CCOC(=O)N1CCC(CC1)=C1C2=CC=C(Cl)C=C2CCC2=C1N=CC=C2",3269,"HRH1"
"lorazepam","CHEMBL580","OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C1=C(Cl)C=CC=C1",2562,"GABRB3"
"lorazepam","CHEMBL580","OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C1=C(Cl)C=CC=C1",2554,"GABRA1"
"lorazepam","CHEMBL580","OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C1=C(Cl)C=CC=C1",2566,"GABRG2"
"lorcaserin","CHEMBL360328","C[C@H]1CNCCC2=CC=C(Cl)C=C12",3358,"HTR2C"
"losartan","CHEMBL191","CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1",185,"AGTR1"
"lovastatin","CHEMBL503","[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC",3156,"HMGCR"
"loxapine","CHEMBL831","CN1CCN(CC1)C1=NC2=C(OC3=CC=C(Cl)C=C13)C=CC=C2",3362,"HTR6"
"loxapine","CHEMBL831","CN1CCN(CC1)C1=NC2=C(OC3=CC=C(Cl)C=C13)C=CC=C2",3356,"HTR2A"
"loxapine","CHEMBL831","CN1CCN(CC1)C1=NC2=C(OC3=CC=C(Cl)C=C13)C=CC=C2",1815,"DRD4"
"loxapine","CHEMBL831","CN1CCN(CC1)C1=NC2=C(OC3=CC=C(Cl)C=C13)C=CC=C2",1813,"DRD2"
"lubiprostone","CHEMBL1201134","[H][C@@]12CC(=O)[C@]([H])(CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC",1181,"CLCN2"
"lumacaftor","CHEMBL2103870","CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=CC(=C1)C(O)=O",1080,"CFTR"
"lumiracoxib","CHEMBL404108","CC1=CC(CC(O)=O)=C(NC2=C(Cl)C=CC=C2F)C=C1",5743,"PTGS2"
"lurasidone","CHEMBL1237021","[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@@]1([H])CN1CCN(CC1)C1=NSC3=C1C=CC=C3)C2=O",3356,"HTR2A"
"lurasidone","CHEMBL1237021","[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@@]1([H])CN1CCN(CC1)C1=NSC3=C1C=CC=C3)C2=O",1813,"DRD2"
"lutropin alfa","CHEMBL1201419","",3973,"LHCGR"
"macitentan","CHEMBL2103873","CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1",1910,"EDNRB"
"macitentan","CHEMBL2103873","CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1",1909,"EDNRA"
"maprotiline","CHEMBL21731","CNCCCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1",6530,"SLC6A2"
"maraviroc","CHEMBL1201187","[H][C@]12CC[C@]([H])(C[C@@H](C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1",1234,"CCR5"
"mazindol","CHEMBL781","OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1",6530,"SLC6A2"
"mazindol","CHEMBL781","OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1",6531,"SLC6A3"
"mazindol","CHEMBL781","OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1",6532,"SLC6A4"
"mecamylamine","CHEMBL267936","[H]C12CCC([H])(C1)C(C)(NC)C2(C)C",1135,"CHRNA2"
"mecasermin","CHEMBL1201716","[H]NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC4=CC=CC=C4)NC2=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)CNC1=O)C(C)C)C(C)C)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N3)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(O)=O",3480,"IGF1R"
"meclofenamic acid","CHEMBL509","CC1=CC=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C1Cl",240,"ALOX5"
"meclofenamic acid","CHEMBL509","CC1=CC=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C1Cl",5742,"PTGS1"
"meclofenamic acid","CHEMBL509","CC1=CC=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C1Cl",5743,"PTGS2"
"medrysone","CHEMBL1201173","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C",2908,"NR3C1"
"mefenamic acid","CHEMBL686","CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C",5742,"PTGS1"
"mefenamic acid","CHEMBL686","CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C",5743,"PTGS2"
"megestrol acetate","CHEMBL1201139","[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C",5241,"PGR"
"melatonin","CHEMBL45","COC1=CC2=C(NC=C2CCNC(C)=O)C=C1",4544,"MTNR1B"
"melatonin","CHEMBL45","COC1=CC2=C(NC=C2CCNC(C)=O)C=C1",4543,"MTNR1A"
"melatonin","CHEMBL45","COC1=CC2=C(NC=C2CCNC(C)=O)C=C1",4835,"NQO2"
"meloxicam","CHEMBL599","CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O",5743,"PTGS2"
"memantine","CHEMBL807","CC12CC3CC(C)(C1)CC(N)(C3)C2",2904,"GRIN2B"
"memantine","CHEMBL807","CC12CC3CC(C)(C1)CC(N)(C3)C2",2903,"GRIN2A"
"memantine","CHEMBL807","CC12CC3CC(C)(C1)CC(N)(C3)C2",116443,"GRIN3A"
"memantine","CHEMBL807","CC12CC3CC(C)(C1)CC(N)(C3)C2",2902,"GRIN1"
"mepenzolate","CHEMBL524004","C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1",1128,"CHRM1"
"mepenzolate","CHEMBL524004","C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1",1131,"CHRM3"
"mephentermine","CHEMBL1200996","CNC(C)(C)CC1=CC=CC=C1",148,"ADRA1A"
"mephenytoin","CHEMBL861","CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1",6331,"SCN5A"
"mepolizumab","CHEMBL2108429","",3567,"IL5"
"meprobamate","CHEMBL979","CCCC(C)(COC(N)=O)COC(N)=O",2556,"GABRA3"
"meprobamate","CHEMBL979","CCCC(C)(COC(N)=O)COC(N)=O",2558,"GABRA5"
"meprobamate","CHEMBL979","CCCC(C)(COC(N)=O)COC(N)=O",2562,"GABRB3"
"meprobamate","CHEMBL979","CCCC(C)(COC(N)=O)COC(N)=O",2554,"GABRA1"
"meprobamate","CHEMBL979","CCCC(C)(COC(N)=O)COC(N)=O",2555,"GABRA2"
"meprobamate","CHEMBL979","CCCC(C)(COC(N)=O)COC(N)=O",2566,"GABRG2"
"mepyramine","CHEMBL511","COC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1",3269,"HRH1"
"mercaptopurine","CHEMBL1425","S=C1N=CNC2=C1NC=N2",5471,"PPAT"
"mesalazine","CHEMBL704","NC1=CC(C(O)=O)=C(O)C=C1",240,"ALOX5"
"mesalazine","CHEMBL704","NC1=CC(C(O)=O)=C(O)C=C1",5742,"PTGS1"
"mesalazine","CHEMBL704","NC1=CC(C(O)=O)=C(O)C=C1",5743,"PTGS2"
"mesalazine","CHEMBL704","NC1=CC(C(O)=O)=C(O)C=C1",5468,"PPARG"
"mesoridazine","CHEMBL1088","[H]C1(CCN2C3=CC=CC=C3SC3=C2C=C(C=C3)S(C)=O)CCCCN1C",3356,"HTR2A"
"mesoridazine","CHEMBL1088","[H]C1(CCN2C3=CC=CC=C3SC3=C2C=C(C=C3)S(C)=O)CCCCN1C",1813,"DRD2"
"mestranol","CHEMBL1201151","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3",2099,"ESR1"
"metaraminol","CHEMBL1201319","C[C@H](N)[C@H](O)C1=CC(O)=CC=C1",148,"ADRA1A"
"methacholine","CHEMBL978","CC(C[N+](C)(C)C)OC(C)=O",1131,"CHRM3"
"methadone","CHEMBL651","CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1",4988,"OPRM1"
"methamphetamine","CHEMBL1200952","CN[C@@H](C)CC1=CC=CC=C1",6531,"SLC6A3"
"methantheline","CHEMBL1201264","CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2",3274,"HRH2"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2561,"GABRB2"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2563,"GABRD"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2567,"GABRG3"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2556,"GABRA3"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2565,"GABRG1"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2558,"GABRA5"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2562,"GABRB3"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2554,"GABRA1"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2555,"GABRA2"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2559,"GABRA6"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2564,"GABRE"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2566,"GABRG2"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2568,"GABRP"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",55879,"GABRQ"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2557,"GABRA4"
"metharbital","CHEMBL450","CCC1(CC)C(=O)NC(=O)N(C)C1=O",2560,"GABRB1"
"methazolamide","CHEMBL19","CN1N=C(SC1=NC(C)=O)S(N)(=O)=O",759,"CA1"
"methazolamide","CHEMBL19","CN1N=C(SC1=NC(C)=O)S(N)(=O)=O",760,"CA2"
"methazolamide","CHEMBL19","CN1N=C(SC1=NC(C)=O)S(N)(=O)=O",762,"CA4"
"methazolamide","CHEMBL19","CN1N=C(SC1=NC(C)=O)S(N)(=O)=O",766,"CA7"
"methdilazine","CHEMBL1200532","CN1CCC(CN2C3=CC=CC=C3SC3=C2C=CC=C3)C1",3269,"HRH1"
"methocarbamol","CHEMBL1201117","COC1=C(OCC(O)COC(N)=O)C=CC=C1",759,"CA1"
"methohexital","CHEMBL7413","CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O",2554,"GABRA1"
"methotrexate","CHEMBL34259","CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O",1719,"DHFR"
"methoxamine","CHEMBL524","COC1=CC(C(O)C(C)N)=C(OC)C=C1",148,"ADRA1A"
"methoxamine","CHEMBL524","COC1=CC(C(O)C(C)N)=C(OC)C=C1",147,"ADRA1B"
"methoxamine","CHEMBL524","COC1=CC(C(O)C(C)N)=C(OC)C=C1",146,"ADRA1D"
"methoxy polyethylene glycol-epoetin beta","CHEMBL3707314","",2057,"EPOR"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2561,"GABRB2"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2563,"GABRD"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2567,"GABRG3"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2556,"GABRA3"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2565,"GABRG1"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2558,"GABRA5"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2562,"GABRB3"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2554,"GABRA1"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2555,"GABRA2"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2559,"GABRA6"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2564,"GABRE"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2566,"GABRG2"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2568,"GABRP"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",55879,"GABRQ"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2741,"GLRA1"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2557,"GABRA4"
"methoxyflurane","CHEMBL1341","COC(F)(F)C(Cl)Cl",2560,"GABRB1"
"methsuximide","CHEMBL697","CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1",8913,"CACNA1G"
"methyldopa","CHEMBL459","C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O",150,"ADRA2A"
"methylergometrine","CHEMBL1201356","[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO",1812,"DRD1"
"methylnaltrexone","CHEMBL1186579","[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O",4988,"OPRM1"
"methylphenidate","CHEMBL796","[H]C1(CCCCN1)C(C(=O)OC)C1=CC=CC=C1",6530,"SLC6A2"
"methylphenidate","CHEMBL796","[H]C1(CCCCN1)C(C(=O)OC)C1=CC=CC=C1",6531,"SLC6A3"
"methylprednisolone","CHEMBL650","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"methyltestosterone","CHEMBL1395","[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",367,"AR"
"methyprylon","CHEMBL1200790","[H]C1(C)CNC(=O)C(CC)(CC)C1=O",2562,"GABRB3"
"methyprylon","CHEMBL1200790","[H]C1(C)CNC(=O)C(CC)(CC)C1=O",2554,"GABRA1"
"methyprylon","CHEMBL1200790","[H]C1(C)CNC(=O)C(CC)(CC)C1=O",2566,"GABRG2"
"methysergide","CHEMBL1065","[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO",3358,"HTR2C"
"methysergide","CHEMBL1065","[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO",3355,"HTR1F"
"methysergide","CHEMBL1065","[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO",3357,"HTR2B"
"metipranolol","CHEMBL1291","CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1",153,"ADRB1"
"metipranolol","CHEMBL1291","CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1",154,"ADRB2"
"metixene","CHEMBL1201342","CN1CCCC(CC2C3=CC=CC=C3SC3=C2C=CC=C3)C1",1128,"CHRM1"
"metoclopramide","CHEMBL86","CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1",3359,"HTR3A"
"metoclopramide","CHEMBL86","CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1",3360,"HTR4"
"metoclopramide","CHEMBL86","CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1",1813,"DRD2"
"metolazone","CHEMBL878","CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=C(C)C=CC=C1)S(N)(=O)=O",6559,"SLC12A3"
"metoprolol","CHEMBL13","COCCC1=CC=C(OCC(O)CNC(C)C)C=C1",153,"ADRB1"
